id,tier,name,description,allowMultiplePurchases,requiredTalentId
9d116bfb-77df-46bc-ba92-f85584f1e5f6,0,Formation martiale,"Talent requis : Mêlée. Forme le personnage au maniement des armes martiales. Il est également formé au port des armures moyennes et à l’utilisation des boucliers moyens. De plus, il n’est pas affligé de la pénalité à ses tests de _Furtivité_ et à sa régénération de Vitalité et d’Énergie lorsqu’il porte une armure légère ou moyenne.",FALSE,14a2449f-6438-4c69-af75-52a08ef7a4fc
c63bbb84-cd77-4b49-87ea-063dd1f3f892,0,Furtivité,Permet au personnage d’effectuer l’activité **Camouflage** pendant son tour lorsqu’il se situe dans une zone légèrement obscurcie. Il n’est instantanément plus dissimulé s’il se déplace à plus de la moitié de sa vitesse ou s’il se déplace dans une zone de clarté.Permet au personnage d’effectuer l’activité Camouflage pendant son tour lorsqu’il se situe dans une zone légèrement obscurcie. Il n’est instantanément plus dissimulé s’il se déplace à plus de la moitié de sa vitesse ou s’il se déplace dans une zone de clarté.,FALSE,
ad47e040-e7ab-4797-9daa-aea8dec648bc,0,Intuition,"Lorsque le personnage réussit un test d’_Intuition_ afin de déterminer si une créature dit la vérité, il peut deviner le motif motivant la créature à tenter de le tromper. Le motif correspond à un seul mot et représente généralement une émotion, par exemple cupidité, colère ou peur.",FALSE,
13a72de3-fb18-4787-b11f-00d41ea9a1a1,0,Investigation,"Lorsque le personnage découvre un piège ou un passage secret, il découvre également une approximation des détails suivants : quand est-ce que le piège a été posé ou quand est-ce que le passage secret a été utilisé pour la dernière fois, et les éléments requis afin de réarmer le piège ou resceller le passage secret à la suite de son passage.",FALSE,
5c61038f-6fb1-4b2f-b224-7965d196d88e,0,Langue supplémentaire,"Permet au personnage d’apprendre une langue supplémentaire de son choix s’il a accès à un interlocuteur pouvant lui apprendre cette langue. S’il a acquis le talent <u>Linguistique</u>, il peut apprendre une langue exotique. S’il a acquis le talent <u>Philologie</u>, il peut apprendre une langue ancienne s’il a accès à suffisamment de sources écrites.",TRUE,
f3cf871b-6621-478e-b2af-de0d8faf9734,0,Linguistique,Le personnage peut désormais apprendre les langues exotiques. Il apprend également une langue de son choix et est formé à l’utilisation de la trousse de falsification.,FALSE,
b591dbe1-8ab0-43a2-87d1-f70ee4c8c4ee,0,Médecine,"Le personnage acquiert les capacités suivantes :\n\n- Il est formé à l’utilisation de la trousse de premiers soins.\n- Il peut Faire 10 lorsqu’il effectue un test de _Médecine_ en utilisant une charge d’une trousse de premiers soins, même lorsqu’il se trouve en situation de combat.\n- Lorsque le personnage stabilise une créature en utilisant une charge d’une trousse de premiers soins, s’il obtient une réussite critique ou une réussite avec Espérance à son test de _Médecine_, alors la créature récupère des points de Vitalité et reprend conscience à la suite d’une seule minute de repos.",FALSE,
14a2449f-6438-4c69-af75-52a08ef7a4fc,0,Mêlée,Forme le personnage au maniement des armes simples. Il est également formé au port des armures légères et à l’utilisation des boucliers légers.,FALSE,
37a0cbd8-b7c0-47aa-8449-5b5f121970d3,0,Occultisme,"Lorsque le personnage voit une créature canaliser un pouvoir, il peut déterminer si les capacités surnaturelles de la créature sont inférieures, supérieures ou équivalentes aux siennes.\n\nÉgalement, il peut lire et examiner un parchemin de pouvoir pendant une minute afin de déterminer quel pouvoir est inscrit sur le parchemin, à quel niveau celui-ci sera-t-il canalisé lors de l’utilisation du parchemin, ainsi que les effets déclenchés par l’utilisation du parchemin.",FALSE,
f47cae73-63e5-4d6f-a9f1-1502d0e99792,0,Orientation,Forme le personnage au maniement des armes de finesse et des armes à portée.,FALSE,
7b2b3158-7ddb-4d3b-9751-5b1527723bbb,0,Perception,"Le personnage peut déceler des détails ou du texte précis depuis un document, un objet ou toute autre surface. Il peut également entendre clairement une discussion chuchotée. La distance de cette capacité est égale à 0,3 mètre multiplié par le résultat de son test passif de _Perception_. Par exemple, pour un test passif de _Perception_ de 15, la distance de cette capacité est égale à 4,5 mètres, soit 3 cases.",FALSE,
ec74126f-7e00-414f-b793-f8100adf0608,0,Performance,"Le personnage est formé à l’utilisation d’un instrument de musique, type d’art ou d’un ensemble de jeu égal à son rang de _Performance_. Chaque fois que son rang de _Performance_ augmente d’un point, il est formé à l’utilisation d’un instrument de musique, d’un type d’art ou d’un ensemble de jeu supplémentaire de son choix.",FALSE,
81c0ab49-5786-4571-b620-103faa0598e6,0,Résistance,Confère au personnage un bonus permanent de 5 points de Vitalité.,FALSE,
80b75d8c-5bd8-48b1-a4c1-35f59ea44ef3,0,Roublardise,Le personnage est formé à l’utilisation des outils de voleur. Il se voit également conférer l’avantage à ses tests de _Roublardise_ lorsqu’il manipule un objet d’au plus la grosseur de la paume de sa main.,FALSE,
c0c7935a-bdba-4a87-8033-9efecb7d7c94,0,Survie,"Permet au personnage d’effectuer des tâches banales sans posséder les outils nécessaires et en utilisant les ressources du milieu naturel et sauvage dans lequel il se trouve, par exemple allumer un feu, fabriquer un abri ou cuisiner.\n\nÉgalement, pendant une halte et en utilisant les ressources provenant d’une carcasse, il peut fabriquer un bouclier léger, une arme simple de mêlée, ou 1d4 pièces de munitions tels des dards ou des flèches. La carcasse doit être celle d’une bête, d’une construction, d’un dragon, d’une monstruosité, ou d’une plante, et la créature doit être de taille petite ou supérieure.",FALSE,
ebf4f1d0-d46d-4663-9368-78af468f402f,0,Tolérance à l’alcool I,"Augmente de manière permanente de +1 le seuil de tolérance à l’alcool du personnage. Également, lorsqu’il atteint la première phase d’ébriété, il se voit conférer un nombre de points de Vitalité temporaires égal à son modificateur de Vigueur additionné de 5. Ces points de Vitalité temporaires sont cumulables avec ceux des phases d’ébriété subséquentes.",FALSE,
630adc84-93c8-4c51-acc0-94ea6e0f3242,0,Tromperie,"Lorsque le personnage réussit un test de _Tromperie_ contre une créature, si celle-ci entre en situation de combat contre le personnage dans la prochaine minute, alors son test d’Initiative se voit affligé du désavantage. Également, il formé à l’utilisation de la trousse de déguisement.",FALSE,
c91305b8-228b-4b78-b216-93606f4f8159,0,Trousses,"Le personnage acquiert les capacités suivantes :\n\n- Il est formé à l’utilisation de la trousse de déguisement (_Tromperie_) et de la trousse de falsification (_Linguistique_).\n- Lorsqu’il utilise une de ces trousses, il peut le faire par un test de _Roublardise_ plutôt que par un test de _Tromperie_ ou de _Linguistique_.\n- Lorsqu’il obtient une réussite avec Espérance ou un échec avec Espérance à un test de _Roublardise_ afin d’utiliser des outils de voleur, une trousse de déguisement ou une trousse de falsification, alors la conséquence positive du test est qu’aucune charge de cette trousse ou de ces outils n’est consommée.",FALSE,80b75d8c-5bd8-48b1-a4c1-35f59ea44ef3
430f0e24-b9bf-4834-8d4a-f27adab364e9,0,Vigilance,"Confère un bonus permanent de +1 à l’Initiative du personnage. Le personnage n’est jamais pris au dépourvu avant d’avoir joué son premier tour en combat. Au cours de son premier tour, il peut également dégainer l’arme de son choix par une action libre, même lorsqu’il est surpris. Enfin, lorsqu’il est surpris, il peut tout de même effectuer une seule action pendant son tour.",FALSE,
b5f0bf8c-3933-483c-a319-d7becaaf2cc6,1,Ambidextre,"Le personnage acquiert les capacités suivantes :\n\n- Lorsqu’il effectue une attaque avec sa deuxième main, son test n’est plus affligé du désavantage.\n- Lorsqu’il combat en maniant une arme dans chaque main et aucun bouclier, il se voit conférer un bonus de +1 à son Esquive.\n- Lorsqu’il dégaine ou rengaine une arme, il peut rengainer ou dégainer une deuxième arme avec une autre main.",FALSE,
aa1cbd0c-a1f2-453a-bd9d-6b7e29d381bd,1,Armes à deux mains,"Lorsque le personnage réussit une attaque en maniant une arme de mêlée à deux mains ou une arme versatile en la tenant à deux mains, alors il peut relancer les dégâts de dégâts qui tombent sur les faces 1 et 2 du dé. Il doit conserver le nouveau résultat des dés relancés, même s’il est tombé sur les faces 1 et 2 du dé.",FALSE,
0c2d6c23-e66d-43ff-ba6a-2745fd5b394b,1,Armes de finesse,"Lorsque le personnage effectue une attaque en maniant une arme de finesse, alors il peut remplacer le test de _Mêlée_ par un test d’_Orientation_. Si l’attaque réussit, il ajoute sa Précision aux points de dégâts infligés plutôt que sa Force. Également, il se voit conférer un bonus de +2 aux points de dégâts infligés en maniant une arme de finesse lorsqu’il ne tient aucune autre arme.",FALSE,
24d0b9d2-4eda-43b5-890e-9315770511b7,1,Armes de jet,"Lorsque le personnage effectue une attaque en lançant une arme de jet, alors il peut remplacer le test d’_Orientation_ par un test de _Mêlée_. Si l’attaque réussit, il ajoute sa Force aux points de dégâts infligés plutôt que sa Précision. Également, lorsqu’il lance une arme de jet, alors le bonus au test de l’attaque conféré par cette arme augmente à +5.",FALSE,
dee5f069-7136-4681-9353-a1ee68e77200,1,Armes de tir,"Lorsque le personnage effectue une attaque en utilisant une arme possédant la propriété **Munition**, alors le bonus au test de l’attaque conféré par cette arme augmente à +10.",FALSE,
0751afed-0854-4425-9727-4edae2b585c4,1,Attaque brutale,"Une fois par round et en effectuant une attaque de mêlée en maniant une arme à deux mains ou une arme versatile en la tenant à deux mains, le personnage peut dépenser des tranches de 15 points d’Énergie. Pour chaque tranche dépensée, il ajoute une pénalité de -1 à son test d’attaque, mais il ajoute aussi un dé aux points de dégâts infligés par l’attaque si elle réussit. De plus, si la taille de la cible est d’au plus une catégorie supérieure à celle du personnage, la cible est repoussée de 1,5 mètres par tranche dépensée. Le personnage peut dépenser un nombre maximal de tranches égal à son tiers de personnage.",FALSE,aa1cbd0c-a1f2-453a-bd9d-6b7e29d381bd
feea35a9-6da3-43cc-b2f9-4dd2be95c916,1,Attaque neutralisante,"Une fois par round et en effectuant une attaque de mêlée en maniant une arme effectuant du dégât contondant, permet au personnage de dépenser 5 points d’Énergie afin de réduire les points de dégâts de moitié et d’infliger des points de dégâts non létaux. Il peut dépenser 10 points d’Énergie au lieu de 5 afin d’annuler la réduction en points de dégâts. À la discrétion du maître de jeu, un personnage peut utiliser une arme non contondante, en autant qu’il frappe sa cible par une attaque de mêlée en utilisant une portion de l’arme s’apparentant à une arme contondante, par exemple le pommeau d’une épée ou la poignée d’une arme d’hast.",FALSE,14a2449f-6438-4c69-af75-52a08ef7a4fc
1b7cc406-1e95-4bab-a94c-ef80d61e5c92,1,Attaque puissante,"Une fois par round et en effectuant une attaque de mêlée en maniant une arme à une main ou une arme versatile en la tenant à une main, le personnage peut dépenser des tranches de 10 points d’Énergie. Pour chaque tranche dépensée, il ajoute une pénalité de -1 à son test d’attaque, mais il remplace un dé de dégâts par sa valeur maximale si l’attaque réussit. Le personnage peut dépenser un nombre maximal de tranches égal à son tiers de personnage.",FALSE,
8628bc7c-c2ed-49ce-904a-2e0276761a14,1,Attaque sournoise,"Une fois par round, permet au personnage d’ajouter 1d6 aux points de dégâts infligés par une attaque. Afin d’utiliser cette capacité, l’attaque doit être effectuée par un test d’_Orientation_. Il peut donc l’utiliser lorsqu’il effectue une attaque à distance ou en maniant une arme de finesse, s’il a acquis le talent <u>Armes de finesse</u>. De plus, le test de l’attaque doit être effectué avec avantage (par exemple si le personnage est dissimulé aux yeux de la cible), ou un allié du personnage qui n’est pas incapable doit se trouver dans une case adjacente à celle de la cible.",FALSE,
a0f1cff9-f5f7-4e62-a339-811e716b5930,1,Barrière mentale,"Lorsque le personnage est victime d’un pouvoir, il peut utiliser sa réaction afin de tenter un test de _Discipline_ de degré de difficulté égal au nombre de points d’Énergie dépensés afin de canaliser le pouvoir. En cas de réussite du test, si le pouvoir inflige des points de dégâts, ceux-ci sont réduits de moitié ; sinon, c’est la durée du pouvoir qui est réduite de moitié.",FALSE,1f819e59-3ea2-426b-b668-5f45d821945d
2d3b88db-4455-4e71-8475-ba15aa4f0331,1,Bris,"Lorsque le personnage tente de briser un objet en maniant une arme improvisée, alors il se voit conférer l’avantage à son test d’attaque. Également, lorsqu’il brise une arme improvisée en attaquant une créature, celle-ci doit effectuer un jet de sauvegarde de _Résistance_ de degré de difficulté égal au résultat du test de l’attaque. Si la cible échoue le test, elle est étourdie jusqu’au début de son prochain tour.",FALSE,22bb0ed8-3941-4576-9897-b519b7746f5c
cbc0f2fe-9411-4c93-9997-d5b2cad0ee7a,1,Charge,"Lorsque le personnage effectue l’activité **Course** pendant son tour, il peut effectuer une attaque de mêlée en action libre s’il court en ligne droite sur une distance d’au moins 3 mètres directement avant d’effectuer cette attaque. Si l’attaque réussit, le personnage ajoute un bonus de +5 aux points de dégâts infligés. De plus, si la taille de la cible est d’au plus une catégorie supérieure à celle du personnage, elle est repoussée de 3 mètres.",FALSE,14a2449f-6438-4c69-af75-52a08ef7a4fc
c94722f5-7a99-4959-a552-0fcfff178671,1,Costaud,"Le personnage acquiert une vitesse de nage et d’escalade égale à sa vitesse de marche. Également, il se voit conférer un bonus de +5 à ses tests de _Discipline_ afin de continuer à effectuer une action épuisante, par exemple une marche forcée.",FALSE,b28d0923-f367-4e2c-851b-ca8b7ab64d26
ba7761d7-24af-4506-8b2d-e611b65ccdce,1,Coup de bouclier,"Lorsque le personnage effectue l’activité **Bousculade**, il peut le faire en donnant un coup avec son bouclier, ce qui ajoute à son test d’_Athlétisme_ un bonus égal au bonus de Défense de son bouclier. Également, lorsqu’il porte un bouclier moyen ou lourd et qu’il voit une créature attaquer un allié situé à 1,5 mètres de sa position, alors il peut utiliser sa réaction afin d’infliger le désavantage au test de l’attaque.",FALSE,14a2449f-6438-4c69-af75-52a08ef7a4fc
fe481362-8fe1-4765-b356-e9fe57d5c7ab,1,Critique accru,"Le personnage obtient désormais un coup critique lorsque la somme des dés de son test d’attaque égale 17. Les probabilités qu’il inflige un coup critique sont désormais de 13 %, ou de 17 % si son score de Coordination est supérieur ou égal à 20.\n\nÉgalement, lorsqu’une attaque du personnage déclenche un coup critique, le joueur peut tenter de confirmer le coup critique en relançant les dés de l’attaque. Si la somme de ces dés égale une des valeurs déclenchant un coup critique, alors le coup critique est confirmé. Il roule une seconde fois les dés de dégâts et ajoute le résultat aux points de dégâts infligés.",FALSE,8d21a03d-0021-4d21-afc3-6cdc006eeea0
35c4ad2d-661b-40d8-a8db-9ac67847809b,1,Cuirassé,"Le personnage acquiert les capacités suivantes :\r\n\r\n- Il est formé au port des armures lourdes et à l’utilisation des boucliers lourds.\r\n- Il est formé au port de deux couches d’armure.\r\n- Lorsqu’il porte une armure complète, il se voit conférer un bonus de +1 à sa Défense.",FALSE,9d116bfb-77df-46bc-ba92-f85584f1e5f6
ca01face-00e8-41bf-8308-a1302c9da73f,1,Culbutes,"Le personnage acquiert les capacités suivantes :\n\n- Au cours d’un déplacement, permet au personnage de traverser une case occupée par une créature hostile, même si la taille de celle-ci n’est pas inférieure ou supérieure à la taille du personnage de deux catégories de taille ou plus. Pour se faire, le personnage doit réussir un test d’_Acrobaties_ de difficulté facile (10) si la différence de taille du personnage est d’une seule catégorie, ou moyen (15) si elles sont dans la même catégorie. En cas d’échec, le personnage n’arrive pas à traverser la case et il doit attendre à son prochain tour afin de réessayer. S’il n’a pas assez de points de mouvement afin de ne pas s’arrêter dans une case occupée par une autre créature, il échoue automatiquement le test.\n- Lorsque le personnage réussit un test d’_Acrobaties_ afin d’amortir sa chute, le nombre de dés de dégâts retirés et le nombre de dés de dégâts convertis en dégâts non létaux est doublé.\n- Bonus permanent d’un point de mouvement.",FALSE,610a8838-b9ea-4cfa-8be0-bbcfe705e386
3502c221-d96c-4824-8981-8913e7fc7879,1,Distraction,"Permet au personnage d’effectuer l’activité **Aider** afin de distraire une créature et ses alliés situés à 1,5 mètres de la cible. Chaque créature ciblée doit effectuer un test d’_Intuition_ opposé à un test de _Performance_ du personnage. Le test de la première attaque dirigée contre chaque créature ayant échoué le test opposé se voit conférer l’avantage jusqu’au début du prochain tour du personnage.\n\nÉgalement, le personnage sélectionne un type d’arme de mêlée ou de jet. Il devient formé avec ce type d’arme s’il ne l’est pas déjà. Lorsqu’il effectue un test de _Mêlée_ ou d’_Orientation_ avec une arme de ce type, il peut substituer son modificateur d’Agilité ou de Coordination par son modificateur de Présence. Lorsqu’il passe au tiers 2 et au tiers 3, il acquiert une spécialisation supplémentaire avec un autre type d’arme de mêlée ou de jet.",FALSE,ec74126f-7e00-414f-b793-f8100adf0608
74a31d36-02f6-419c-b09f-f21b982179d9,1,Emboîter le pas,"Lorsque le personnage effectue une action, il se voit conférer l’avantage à ses tests de _Diplomatie_ afin de persuader d’autres créatures d’effectuer la même action. Par exemple, s’il tente de convaincre la milice locale de s’en prendre à un de ses ennemis et qu’il attaque cet ennemi, alors son test de _Diplomatie_ afin de convaincre la milice locale d’appréhender cet ennemi se voit conférer l’avantage.\n\nÉgalement, lorsqu’il effectue l’activité **Aider**, il peut dépenser 15 points d’Énergie afin de permettre à la créature aidée d’ajouter la moitié du rang de compétence du personnage à son ou ses prochains tests recevant son aide. Par exemple, si la créature reçoit son aide pour un test de _Survie_ et que le rang de _Survie_ du personnage est 9, alors la créature ajoute un bonus de 4 à son test de _Survie_, en plus de se voir conférer l’avantage. Le personnage peut utiliser cette capacité un nombre de fois égal à son tiers de personnage et doit compléter une nuit de sommeil afin de récupérer ces utilisations.",FALSE,d5536e41-a6fd-43cb-8e73-aa87355ca72d
c8b02ffe-e57b-41e6-b4a3-ac13d874f691,1,Endurance accrue,"Confère au personnage un bonus permanent de 10 points d’Énergie. Également, lorsque le personnage est victime de points de dégâts létaux en provenance d’une source non magique, il peut utiliser sa réaction afin de convertir la moitié des points de dégâts létaux en dégâts non létaux. Il peut utiliser cette capacité un nombre de fois égal à son modificateur d’Esprit (minimum 1) et doit compléter une nuit de sommeil afin de récupérer ces utilisations.",FALSE,1f819e59-3ea2-426b-b668-5f45d821945d
d19141b1-c838-4726-b007-354a15803dd9,1,Enquêteur,"Lorsque le personnage trouve une créature dissimulée par l’activité **Chercher**, ses attaques subséquentes dirigées contre cette créature se voient conférer l’avantage au test jusqu’à la fin de son tour. Également, lorsqu’il effectue un test de _Connaissance_ ou de _Linguistique_, s’il n’est pas formé pour cette compétence mais qu’il possède du matériel pouvant l’aider dans son test, alors il peut ajouter la moitié de son rang d’_Investigation_ au test.",FALSE,13a72de3-fb18-4787-b11f-00d41ea9a1a1
94813250-d63a-4514-8080-f9576f6b787e,1,Entraînement II,Augmente de manière permanente de +2 le score d’un attribut du personnage dont le score était inférieur ou égal à 13 avant l’acquisition de ce talent.,TRUE,
63805a8d-a2ae-443e-834e-ca7569713b70,1,Expertise artisanale,"Le personnage désigne un type d’outils d’artisan de son choix parmi ceux qu’il formé à utiliser et développe une expertise avec le type d’outils choisi. Lorsqu’il utilise ce type d’outils, il peut conférer l’avantage à son test d’_Artisanat_ ou ajouter une seconde fois son modificateur de Coordination à ce test.\n\nÉgalement, si le personnage possède des outils de bricoleur, alors il peut convertir des outils d’une spécialité d’artisanat à une autre spécialité. Par exemple, il peut transformer des outils de forgeron en outils de maçon. Cette conversion nécessite une heure et peut être effectuée pendant une halte.",FALSE,9196aa8f-7447-43e9-b226-0ac32d9e451f
21eaa87c-f23b-4611-8c90-5c3bcffd9c9b,1,Frappe puissante,"Le personnage inflige désormais 1d6 points de dégâts contondants non létaux lorsqu’il effectue une attaque avec un membre de son corps. Également, une fois par round et en effectuant une attaque avec un membre de son corps, il peut dépenser des tranches de 10 points d’Énergie. Pour chaque tranche dépensée, il ajoute une pénalité de -1 à son test d’attaque, mais il remplace un dé de dégâts par sa valeur maximale si l’attaque réussit. Le personnage peut dépenser un nombre maximal de tranches égal à son tiers de personnage.",FALSE,6ce76341-f6b5-4ebe-af01-89d242c64b4e
d90a7854-802b-4051-bb30-3912becfd9ad,1,Herboristerie,"Le personnage acquiert les capacités suivantes :\n\n- Il est formé à l’utilisation de la trousse d’herboristerie, qui lui permet de concocter des remèdes à partir de ressources naturelles telles des herbes médicinales qu’il peut acheter, cultiver ou trouver dans la nature.\n- Il est également formé à l’utilisation de la trousse d’empoisonneur, qui lui permet de concocter des poisons à partir de ressources naturelles telles du venin ou des plantes vénéneuses qu’il peut acheter, cultiver ou récolter dans la nature. L’acquisition de ce talent ne lui permet pas d’extraire le venin d’une créature morte ou vivante.\n- Il peut désormais apprendre les remèdes et poisons de base. Cette liste est définie dans les ouvrages spécifiques aux univers.\n- Il apprend un nombre de remèdes et de poisons égal à son rang de _Médecine_. Chaque fois que son rang de _Médecine_ augmente d’un point, il peut apprendre un remède ou poison supplémentaire de son choix parmi la liste fournie.\n- Il peut identifier un remède ou un poison qu’il connait par un test de _Médecine_ de difficulté facile (10). S’il ne connait pas le remède ou le poison, la difficulté augmente à difficile (20). Il peut également tenter d’identifier les herbes médicinales et vénéneuses, ainsi que les créatures venimeuses.",FALSE,b591dbe1-8ab0-43a2-87d1-f70ee4c8c4ee
03c40ec8-a204-404a-8fab-dcded7055d9c,1,Initiative accrue,"Confère un bonus permanent de +2 à l’Initiative du personnage. Également, lorsque le personnage effectue un test d’Initiative, si le dé tombe sur une face dont la valeur est inférieure à son modificateur de Sensibilité (minimum 2), alors le dé est remplacé par son modificateur de Sensibilité lors du calcul du résultat de son test d’Initiative.",FALSE,430f0e24-b9bf-4834-8d4a-f27adab364e9
465ba8c9-8d78-41aa-af1c-0ad166921bc8,1,Lancer brutal,"Une fois par round et en effectuant une attaque en lançant une arme de jet par un test de _Mêlée_, le personnage peut dépenser des tranches de 15 points d’Énergie. Pour chaque tranche dépensée, il ajoute une pénalité de -1 à son test d’attaque, mais il ajoute un dé aux points de dégâts infligés par l’attaque, si celle-ci réussit. De plus, si la taille de la cible est d’au plus une catégorie supérieure à celle du personnage, la cible est repoussée de 1,5 mètres par tranche dépensée. Le personnage peut dépenser un nombre maximal de tranches égal à son tiers de personnage.",FALSE,24d0b9d2-4eda-43b5-890e-9315770511b7
4e8f8023-dabf-4b7d-b515-2874c47f95f9,1,Lutte,"Lorsque le personnage est agrippé par une créature dont la taille est d’au plus une catégorie supérieure à la sienne, il peut tenter de de renverser la situation. Par une action, il effectue un test d’_Athlétisme_ opposé à un test d’_Athlétisme_ de la cible. S’il échoue le test, rien ne se produit. S’il réussit le test, il n’est plus agrippé par la créature, et celle-ci est maintenant agrippée par le personnage.\n\nÉgalement, il peut tenter d’entrer en situation de lutte avec une créature qu’il agrippe. Il effectue un test d’_Athlétisme_ oppose à un test d’_Acrobaties_ ou d’_Athlétisme_ de la cible. S’il échoue le test, rien ne se produit. S’il réussit le test, la créature est restreinte par le personnage. Les jets de sauvegarde d’_Acrobaties_ et d’_Orientation_ de la créature sont affligés du désavantage, tout comme ses attaques, et les tests des attaques dirigées contre la créature se voient conférer l’avantage.",FALSE,
357f7bb9-6610-4746-bae5-2c18271a13a8,1,Magie puissante,"Permet au personnage de canaliser un pouvoir à un niveau de plus que le niveau de base, ce qui augmente la dépense en points d’Énergie. Également, lorsqu’il atteint le tiers 2, il peut désormais canaliser un pouvoir au niveau maximal, c’est-à-dire à deux niveaux de plus que le niveau de base. Il peut donc canaliser tous les niveaux d’un pouvoir.",FALSE,37a0cbd8-b7c0-47aa-8449-5b5f121970d3
